<beam_data>
No,i,j,length,I,K,phai,stiff_ratio,Ci,Cj,category,direction,story,M0,Q0,unit_weight,weight,Z,Zp,B,H,t1,t2,init_group,Mp,M_Lx,M_Lx0,M_Ly,M_Ly0,M_Sx,M_Sy,Q_Lx,Q_Ly,Q_Sx,Q_Sy,N_Lx,N_Ly,N_Sx,N_Sy,ML,QL,Ms,Qs
34,14.4,21.4,4.5,"[48, 49]","[105, 106]","[105, 106]","[48, 49, 384, 385]","[48, 49]","[48, 49, 384, 385]","[58, 59]","[58, 59]","[58, 59, 384, 385]","[58, 59, 384, 385]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
35,14.4,29.1,4.5,[49],"[113, 114]","[113, 114]","[49, 392, 393]",[49],"[49, 392, 393]","[61, 62]","[61, 62]","[61, 62, 392, 393]","[61, 62, 392, 393]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
36,17.4,0.0,4.5,[53],"[121, 122]","[121, 122]","[53, 400, 401]",[53],"[53, 400, 401]",[38],[38],"[38, 400, 401]","[38, 400, 401]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
37,17.4,6.0,4.5,"[53, 54]","[129, 130]","[129, 130]","[53, 54, 408, 409]","[53, 54]","[53, 54, 408, 409]",[45],[45],"[45, 408, 409]","[45, 408, 409]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
38,17.4,13.7,4.5,"[54, 55]","[137, 138]","[137, 138]","[54, 55, 416, 417]","[54, 55]","[54, 55, 416, 417]",[52],[52],"[52, 416, 417]","[52, 416, 417]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
39,17.4,21.4,4.5,"[55, 56]","[145, 146]","[145, 146]","[55, 56, 424, 425]","[55, 56]","[55, 56, 424, 425]",[59],[59],"[59, 424, 425]","[59, 424, 425]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
40,17.4,29.1,4.5,[56],"[153, 154]","[153, 154]","[56, 432, 433]",[56],"[56, 432, 433]",[62],[62],"[62, 432, 433]","[62, 432, 433]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",2158.143325,2158.143325
41,0.0,0.0,9.0,[63],"[2, 3]","[2, 3]","[63, 281, 282]",[63],"[63, 281, 282]",[67],[67],"[67, 281, 282]","[67, 281, 282]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
42,0.0,6.0,9.0,"[63, 64]","[10, 11]","[10, 11]","[63, 64, 289, 290]","[63, 64]","[63, 64, 289, 290]",[74],[74],"[74, 289, 290]","[74, 289, 290]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
43,0.0,13.7,9.0,"[64, 65]","[18, 19]","[18, 19]","[64, 65, 297, 298]","[64, 65]","[64, 65, 297, 298]",[81],[81],"[81, 297, 298]","[81, 297, 298]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
44,0.0,21.4,9.0,"[65, 66]","[26, 27]","[26, 27]","[65, 66, 305, 306]","[65, 66]","[65, 66, 305, 306]",[88],[88],"[88, 305, 306]","[88, 305, 306]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
45,0.0,29.1,9.0,[66],"[34, 35]","[34, 35]","[66, 313, 314]",[66],"[66, 313, 314]",[91],[91],"[91, 313, 314]","[91, 313, 314]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
46,7.2,0.0,9.0,[70],"[42, 43]","[42, 43]","[70, 321, 322]",[70],"[70, 321, 322]","[67, 68]","[67, 68]","[67, 68, 321, 322]","[67, 68, 321, 322]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
47,7.2,6.0,9.0,"[70, 71]","[50, 51]","[50, 51]","[70, 71, 329, 330]","[70, 71]","[70, 71, 329, 330]","[74, 75]","[74, 75]","[74, 75, 329, 330]","[74, 75, 329, 330]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
48,7.2,13.7,9.0,"[71, 72]","[58, 59]","[58, 59]","[71, 72, 337, 338]","[71, 72]","[71, 72, 337, 338]","[81, 82]","[81, 82]","[81, 82, 337, 338]","[81, 82, 337, 338]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
49,7.2,21.4,9.0,"[72, 73]","[66, 67]","[66, 67]","[72, 73, 345, 346]","[72, 73]","[72, 73, 345, 346]","[88, 89]","[88, 89]","[88, 89, 345, 346]","[88, 89, 345, 346]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
50,7.2,29.1,9.0,[73],"[74, 75]","[74, 75]","[73, 353, 354]",[73],"[73, 353, 354]","[91, 92]","[91, 92]","[91, 92, 353, 354]","[91, 92, 353, 354]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
51,14.4,0.0,9.0,[77],"[82, 83]","[82, 83]","[77, 361, 362]",[77],"[77, 361, 362]","[68, 69]","[68, 69]","[68, 69, 361, 362]","[68, 69, 361, 362]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
52,14.4,6.0,9.0,"[77, 78]","[90, 91]","[90, 91]","[77, 78, 369, 370]","[77, 78]","[77, 78, 369, 370]","[75, 76]","[75, 76]","[75, 76, 369, 370]","[75, 76, 369, 370]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
53,14.4,13.7,9.0,"[78, 79]","[98, 99]","[98, 99]","[78, 79, 377, 378]","[78, 79]","[78, 79, 377, 378]","[82, 83]","[82, 83]","[82, 83, 377, 378]","[82, 83, 377, 378]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
54,14.4,21.4,9.0,"[79, 80]","[106, 107]","[106, 107]","[79, 80, 385, 386]","[79, 80]","[79, 80, 385, 386]","[89, 90]","[89, 90]","[89, 90, 385, 386]","[89, 90, 385, 386]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
55,14.4,29.1,9.0,[80],"[114, 115]","[114, 115]","[80, 393, 394]",[80],"[80, 393, 394]","[92, 93]","[92, 93]","[92, 93, 393, 394]","[92, 93, 393, 394]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
56,17.4,0.0,9.0,[84],"[122, 123]","[122, 123]","[84, 401, 402]",[84],"[84, 401, 402]",[69],[69],"[69, 401, 402]","[69, 401, 402]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
57,17.4,6.0,9.0,"[84, 85]","[130, 131]","[130, 131]","[84, 85, 409, 410]","[84, 85]","[84, 85, 409, 410]",[76],[76],"[76, 409, 410]","[76, 409, 410]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
58,17.4,13.7,9.0,"[85, 86]","[138, 139]","[138, 139]","[85, 86, 417, 418]","[85, 86]","[85, 86, 417, 418]",[83],[83],"[83, 417, 418]","[83, 417, 418]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
59,17.4,21.4,9.0,"[86, 87]","[146, 147]","[146, 147]","[86, 87, 425, 426]","[86, 87]","[86, 87, 425, 426]",[90],[90],"[90, 425, 426]","[90, 425, 426]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
60,17.4,29.1,9.0,[87],"[154, 155]","[154, 155]","[87, 433, 434]",[87],"[87, 433, 434]",[93],[93],"[93, 433, 434]","[93, 433, 434]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
61,0.0,0.0,13.5,[94],"[3, 4]","[3, 4]","[94, 282, 283]",[94],"[94, 282, 283]",[98],[98],"[98, 282, 283]","[98, 282, 283]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
62,0.0,6.0,13.5,"[94, 95]","[11, 12]","[11, 12]","[94, 95, 290, 291]","[94, 95]","[94, 95, 290, 291]",[105],[105],"[105, 290, 291]","[105, 290, 291]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
63,0.0,13.7,13.5,"[95, 96]","[19, 20]","[19, 20]","[95, 96, 298, 299]","[95, 96]","[95, 96, 298, 299]",[112],[112],"[112, 298, 299]","[112, 298, 299]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
64,0.0,21.4,13.5,"[96, 97]","[27, 28]","[27, 28]","[96, 97, 306, 307]","[96, 97]","[96, 97, 306, 307]",[119],[119],"[119, 306, 307]","[119, 306, 307]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
65,0.0,29.1,13.5,[97],"[35, 36]","[35, 36]","[97, 314, 315]",[97],"[97, 314, 315]",[122],[122],"[122, 314, 315]","[122, 314, 315]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
66,7.2,0.0,13.5,[101],"[43, 44]","[43, 44]","[101, 322, 323]",[101],"[101, 322, 323]","[98, 99]","[98, 99]","[98, 99, 322, 323]","[98, 99, 322, 323]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
67,7.2,6.0,13.5,"[101, 102]","[51, 52]","[51, 52]","[101, 102, 330, 331]","[101, 102]","[101, 102, 330, 331]","[105, 106]","[105, 106]","[105, 106, 330, 331]","[105, 106, 330, 331]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
68,7.2,13.7,13.5,"[102, 103]","[59, 60]","[59, 60]","[102, 103, 338, 339]","[102, 103]","[102, 103, 338, 339]","[112, 113]","[112, 113]","[112, 113, 338, 339]","[112, 113, 338, 339]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
69,7.2,21.4,13.5,"[103, 104]","[67, 68]","[67, 68]","[103, 104, 346, 347]","[103, 104]","[103, 104, 346, 347]","[119, 120]","[119, 120]","[119, 120, 346, 347]","[119, 120, 346, 347]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
70,7.2,29.1,13.5,[104],"[75, 76]","[75, 76]","[104, 354, 355]",[104],"[104, 354, 355]","[122, 123]","[122, 123]","[122, 123, 354, 355]","[122, 123, 354, 355]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
71,14.4,0.0,13.5,[108],"[83, 84]","[83, 84]","[108, 362, 363]",[108],"[108, 362, 363]","[99, 100]","[99, 100]","[99, 100, 362, 363]","[99, 100, 362, 363]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
72,14.4,6.0,13.5,"[108, 109]","[91, 92]","[91, 92]","[108, 109, 370, 371]","[108, 109]","[108, 109, 370, 371]","[106, 107]","[106, 107]","[106, 107, 370, 371]","[106, 107, 370, 371]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
73,14.4,13.7,13.5,"[109, 110]","[99, 100]","[99, 100]","[109, 110, 378, 379]","[109, 110]","[109, 110, 378, 379]","[113, 114]","[113, 114]","[113, 114, 378, 379]","[113, 114, 378, 379]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
74,14.4,21.4,13.5,"[110, 111]","[107, 108]","[107, 108]","[110, 111, 386, 387]","[110, 111]","[110, 111, 386, 387]","[120, 121]","[120, 121]","[120, 121, 386, 387]","[120, 121, 386, 387]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.24969801607232542, 0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
75,14.4,29.1,13.5,[111],"[115, 116]","[115, 116]","[111, 394, 395]",[111],"[111, 394, 395]","[123, 124]","[123, 124]","[123, 124, 394, 395]","[123, 124, 394, 395]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2496980160723253, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
76,17.4,0.0,13.5,[115],"[123, 124]","[123, 124]","[115, 402, 403]",[115],"[115, 402, 403]",[100],[100],"[100, 402, 403]","[100, 402, 403]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
77,17.4,6.0,13.5,"[115, 116]","[131, 132]","[131, 132]","[115, 116, 410, 411]","[115, 116]","[115, 116, 410, 411]",[107],[107],"[107, 410, 411]","[107, 410, 411]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
78,17.4,13.7,13.5,"[116, 117]","[139, 140]","[139, 140]","[116, 117, 418, 419]","[116, 117]","[116, 117, 418, 419]",[114],[114],"[114, 418, 419]","[114, 418, 419]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
79,17.4,21.4,13.5,"[117, 118]","[147, 148]","[147, 148]","[117, 118, 426, 427]","[117, 118]","[117, 118, 426, 427]",[121],[121],"[121, 426, 427]","[121, 426, 427]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.6408915745856356, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
80,17.4,29.1,13.5,[118],"[155, 156]","[155, 156]","[118, 434, 435]",[118],"[118, 434, 435]",[124],[124],"[124, 434, 435]","[124, 434, 435]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.5127132596685084, 0.7777777777777777, 0.7777777777777777]",1862.78495,1862.78495
81,0.0,0.0,18.0,[125],"[4, 5]","[4, 5]","[125, 283, 284]",[125],"[125, 283, 284]",[129],[129],"[129, 283, 284]","[129, 283, 284]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
82,0.0,6.0,18.0,"[125, 126]","[12, 13]","[12, 13]","[125, 126, 291, 292]","[125, 126]","[125, 126, 291, 292]",[136],[136],"[136, 291, 292]","[136, 291, 292]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.2563566298342541, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
83,0.0,13.7,18.0,"[126, 127]","[20, 21]","[20, 21]","[126, 127, 299, 300]","[126, 127]","[126, 127, 299, 300]",[143],[143],"[143, 299, 300]","[143, 299, 300]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786036, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
84,0.0,21.4,18.0,"[127, 128]","[28, 29]","[28, 29]","[127, 128, 307, 308]","[127, 128]","[127, 128, 307, 308]",[150],[150],"[150, 307, 308]","[150, 307, 308]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786036, 0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
85,0.0,29.1,18.0,[128],"[36, 37]","[36, 37]","[128, 315, 316]",[128],"[128, 315, 316]",[153],[153],"[153, 315, 316]","[153, 315, 316]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.19975841285786025, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
86,7.2,0.0,18.0,[132],"[44, 45]","[44, 45]","[132, 323, 324]",[132],"[132, 323, 324]","[129, 130]","[129, 130]","[129, 130, 323, 324]","[129, 130, 323, 324]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.7777777777777777, 0.7777777777777777]","[0.2136305248618784, 0.2136305248618784, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
87,7.2,6.0,18.0,"[132, 133]","[52, 53]","[52, 53]","[132, 133, 331, 332]","[132, 133]","[132, 133, 331, 332]","[136, 137]","[136, 137]","[136, 137, 331, 332]","[136, 137, 331, 332]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]","[0.32044578729281764, 0.24969801607232542, 0.7777777777777777, 0.7777777777777777]","[0.26703815607734804, 0.26703815607734804, 0.7777777777777777, 0.7777777777777777]",1753.8153750000001,1753.8153750000001
